Number,Type,Short_Description,Description,Caller_ID,Assignment_Group,Priority,Status,Domain,Opened_At,Resolved_At,Work_Notes,Remarks
INC0000159,Incident,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,jessica.lee,L1-Service Desk,P3 - Medium,Closed,Cloud & Virtualisation,10-12-2024 03:26,11-12-2024 19:26,User confirmed resolution. Ticket closing.,Resolved by L2-Security Team
INC0000160,Incident,Alert storm from patching activity,Patching activity triggered 300+ monitoring alerts. Alert acknowledgement and suppression window required.,carlos.garcia,L2-Network Team,P3 - Medium,Resolved,Database Services,27-01-2024 18:30,28-01-2024 16:30,Temporary workaround applied. Permanent fix pending.,
INC0000161,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,ahmed.ali,L2-Middleware Team,P2 - High,Resolved,Security Operations,13-08-2024 10:26,14-08-2024 06:26,Investigated the issue. Root cause identified. Fix applied.,
INC0000162,Incident,Backup failure – Oracle RMAN,Nightly RMAN backup failed with ORA-19809 disk quota exceeded. Backup destination /backup is full.,anna.brown,L2-Storage Team,P4 - Low,Resolved,Network Services,15-06-2024 21:30,18-06-2024 17:30,Patch applied successfully during maintenance window.,
RITM0000163,Service Request,VPN tunnel down – remote site,Site-to-site VPN between HQ and Branch-04 is down. Remote users cannot access internal resources.,raj.kumar,L2-Security Team,P4 - Low,On Hold,Database Services,08-04-2024 07:17,,Temporary workaround applied. Permanent fix pending.,
INC0000164,Incident,Database connection pool exhausted,Connection pool to PostgreSQL maxed out at 500 connections. Application returning DB connection errors.,ahmed.ali,L3-Infrastructure,P3 - Medium,On Hold,Security Operations,27-06-2024 17:59,,Change request raised for permanent resolution.,
INC0000165,Incident,Splunk forwarder not sending logs,Splunk universal forwarder on server app-07 stopped sending logs 6 hours ago. Splunkd service restarted.,jessica.lee,L3-Cloud Team,P3 - Medium,Closed,Application Services,27-05-2024 22:05,29-05-2024 19:05,Temporary workaround applied. Permanent fix pending.,Resolved by L2-Storage Team
RITM0000166,Service Request,RAID controller degraded,RAID-5 array reporting one failed disk. Hot spare kicked in. Replacement disk required urgently.,ahmed.ali,L2-Database Admin,P3 - Medium,In Progress,Database Services,11-03-2024 03:39,,Temporary workaround applied. Permanent fix pending.,
INC0000167,Incident,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,mike.patel,L3-Infrastructure,P3 - Medium,New,Database Services,29-08-2024 03:43,,User confirmed resolution. Ticket closing.,
RITM0000168,Service Request,Power supply unit failure,Redundant PSU failed on rack server R03-U14. Single PSU running. Replacement parts ordered.,priya.nair,L2-Database Admin,P2 - High,Closed,Cloud & Virtualisation,27-05-2024 10:18,27-05-2024 18:18,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Network Team
CHG0000169,Change Request,High latency on inter-DC link,RTT between DC-East and DC-West jumped from 8 ms to 210 ms. BGP route advertisement changed. Investigation in progress.,raj.kumar,L1-Service Desk,P3 - Medium,In Progress,IT Infrastructure,19-01-2024 12:50,,Issue resolved after server restart.,
CHG0000170,Change Request,Application service down – customer portal,Customer portal returning HTTP 500. Deployment CR-7812 pushed 2 hours ago. Suspected regression. Rollback needed.,mike.patel,L2-Storage Team,P4 - Low,Resolved,Security Operations,20-06-2024 09:29,23-06-2024 07:29,Issue resolved after server restart.,
INC0000171,Incident,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,raj.kumar,L2-Middleware Team,P3 - Medium,New,Database Services,22-08-2024 20:16,,Temporary workaround applied. Permanent fix pending.,
RITM0000172,Service Request,Memory leak identified in application,Application memory grows by ~200 MB/hour without release. GC logs show frequent full GC cycles.,mike.patel,L3-Cloud Team,P2 - High,Closed,Network Services,20-09-2024 10:05,22-09-2024 14:05,Temporary workaround applied. Permanent fix pending.,Resolved by L1-Service Desk
INC0000173,Incident,Storage pool capacity exceeded,NetApp SAN volume group at 94%. LUN expansion required. Storage team notified.,linda.wu,L1-Service Desk,P3 - Medium,On Hold,Database Services,16-05-2024 10:19,,Escalated to L3 team for further analysis.,
INC0000174,Incident,Power supply unit failure,Redundant PSU failed on rack server R03-U14. Single PSU running. Replacement parts ordered.,raj.kumar,L3-Application Support,P3 - Medium,Closed,Cloud & Virtualisation,14-09-2024 22:49,16-09-2024 14:49,Temporary workaround applied. Permanent fix pending.,Resolved by L2-Database Admin
INC0000175,Incident,Monitoring dashboard not loading,Grafana dashboard times out for the Network Overview panel. InfluxDB query taking > 60s. Optimisation needed.,tom.wilson,L2-Database Admin,P4 - Low,Closed,Application Services,06-11-2024 11:26,09-11-2024 10:26,Awaiting business approval before proceeding.,Resolved by L2-Server Team
RITM0000176,Service Request,Tomcat connector timeout,Tomcat connector maxThreads=200 reached. New connections queuing. Response time > 30s.,linda.wu,L2-Middleware Team,P4 - Low,Closed,Cloud & Virtualisation,09-02-2024 18:07,10-02-2024 02:07,Vendor engaged. Awaiting response.,Resolved by L2-Network Team
INC0000177,Incident,RAID controller degraded,RAID-5 array reporting one failed disk. Hot spare kicked in. Replacement disk required urgently.,john.smith,L3-Cloud Team,P3 - Medium,In Progress,Application Services,14-12-2024 06:45,,Patch applied successfully during maintenance window.,
INC0000178,Incident,Firewall rule causing blocked traffic,"After change request CR-4521, application traffic on port 8443 is being blocked. Rule rollback needed.",john.smith,L2-Database Admin,P3 - Medium,Closed,Cloud & Virtualisation,24-08-2024 21:51,26-08-2024 13:51,Escalated to L3 team for further analysis.,Resolved by L1-Service Desk
INC0000179,Incident,Network connectivity loss to production subnet,Servers in 10.20.30.0/24 are unreachable from management network. Switch port flapping detected on core-sw-02.,mike.patel,L3-Infrastructure,P3 - Medium,New,Network Services,31-01-2024 02:59,,Monitoring in place. No recurrence in past 2 hours.,
INC0000180,Incident,UPS battery needs replacement,UPS in DC-Row-4 reporting battery fault. Runtime on battery reduced to 2 minutes. Replacement scheduled.,sarah.jones,L2-Network Team,P4 - Low,In Progress,Cloud & Virtualisation,15-12-2024 21:55,,Monitoring in place. No recurrence in past 2 hours.,
RITM0000181,Service Request,Apache Kafka consumer lag spike,"Consumer group order-service showing lag of 500,000 messages. Partition rebalancing in progress.",linda.wu,L2-Database Admin,P3 - Medium,Resolved,Security Operations,12-01-2024 09:29,15-01-2024 07:29,Change request raised for permanent resolution.,
CHG0000182,Change Request,RAM utilisation above 90%,Nagios alert: memory usage on web-01 is at 93%. Swap usage also elevated at 60%.,john.smith,L2-Database Admin,P4 - Low,Resolved,Application Services,27-02-2024 01:51,29-02-2024 07:51,Escalated to L3 team for further analysis.,
INC0000183,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,anna.brown,L2-Database Admin,P1 - Critical,In Progress,Cloud & Virtualisation,10-12-2024 22:55,,Temporary workaround applied. Permanent fix pending.,
INC0000184,Incident,Oracle database tablespace almost full,APP_DATA tablespace at 97% on ORCL-PROD. Auto-extend disabled. DBA action required immediately.,emily.chen,L2-Database Admin,P4 - Low,Resolved,Network Services,28-05-2024 07:52,30-05-2024 00:52,Vendor engaged. Awaiting response.,
INC0000185,Incident,Alert storm from patching activity,Patching activity triggered 300+ monitoring alerts. Alert acknowledgement and suppression window required.,mike.patel,L3-Infrastructure,P4 - Low,Closed,Cloud & Virtualisation,02-06-2024 08:03,05-06-2024 08:03,User confirmed resolution. Ticket closing.,Resolved by L1-Service Desk
RITM0000186,Service Request,Monitoring dashboard not loading,Grafana dashboard times out for the Network Overview panel. InfluxDB query taking > 60s. Optimisation needed.,ahmed.ali,L3-Cloud Team,P3 - Medium,In Progress,Application Services,12-06-2024 22:26,,Temporary workaround applied. Permanent fix pending.,
RITM0000187,Service Request,Storage pool capacity exceeded,NetApp SAN volume group at 94%. LUN expansion required. Storage team notified.,linda.wu,L2-Security Team,P2 - High,Resolved,Application Services,30-01-2024 17:26,01-02-2024 23:26,Change request raised for permanent resolution.,
RITM0000188,Service Request,Batch job not completing,Nightly EOD batch job stuck since 02:00 AM. Investigating deadlock in job scheduler. Data processing delayed.,priya.nair,L2-Middleware Team,P3 - Medium,In Progress,IT Infrastructure,17-02-2024 17:46,,Escalated to L3 team for further analysis.,
RITM0000189,Service Request,Insufficient RAM on reporting server,Reporting service crashes during large data exports. Server only has 8 GB RAM. Upgrade requested.,john.smith,L2-Database Admin,P3 - Medium,Closed,Application Services,13-10-2024 06:30,14-10-2024 09:30,Escalated to L3 team for further analysis.,Resolved by L3-Cloud Team
RITM0000190,Service Request,Zombie processes consuming resources,250 zombie processes detected on app-server-09. Parent process not reaping children. OS-level investigation needed.,ahmed.ali,L3-Application Support,P3 - Medium,Closed,Network Services,22-07-2024 07:35,24-07-2024 01:35,Issue resolved after server restart.,Resolved by L3-Application Support
INC0000191,Incident,RabbitMQ queue overflow,RabbitMQ queue payment-events has exceeded max length. Messages being dropped. Consumer throughput issue.,priya.nair,L2-Database Admin,P3 - Medium,Resolved,Database Services,28-08-2024 10:58,29-08-2024 13:58,Vendor engaged. Awaiting response.,
CHG0000192,Change Request,CPU overload on middleware node,Middleware server CPU load average is 24 on an 8-core machine. Service is unresponsive.,carlos.garcia,L2-Middleware Team,P3 - Medium,In Progress,Application Services,23-10-2024 23:26,,User confirmed resolution. Ticket closing.,
INC0000193,Incident,Nginx reverse proxy returning 502,Nginx upstream returning HTTP 502 Bad Gateway. Backend app-server pool health-check failing.,emily.chen,L2-Network Team,P3 - Medium,Resolved,Application Services,07-09-2024 23:41,10-09-2024 14:41,Patch applied successfully during maintenance window.,
CHG0000194,Change Request,Tomcat connector timeout,Tomcat connector maxThreads=200 reached. New connections queuing. Response time > 30s.,john.smith,L3-Infrastructure,P3 - Medium,Closed,Application Services,31-01-2024 16:02,01-02-2024 02:02,Temporary workaround applied. Permanent fix pending.,Resolved by L2-Server Team
INC0000195,Incident,Oracle database tablespace almost full,APP_DATA tablespace at 97% on ORCL-PROD. Auto-extend disabled. DBA action required immediately.,ahmed.ali,L2-Storage Team,P1 - Critical,Closed,Security Operations,21-08-2024 11:03,24-08-2024 01:03,Investigated the issue. Root cause identified. Fix applied.,Resolved by L1-Service Desk
INC0000196,Incident,Nginx reverse proxy returning 502,Nginx upstream returning HTTP 502 Bad Gateway. Backend app-server pool health-check failing.,sarah.jones,L2-Server Team,P4 - Low,Closed,Cloud & Virtualisation,26-05-2024 00:32,28-05-2024 08:32,Vendor engaged. Awaiting response.,Resolved by L2-Database Admin
INC0000197,Incident,Insufficient RAM on reporting server,Reporting service crashes during large data exports. Server only has 8 GB RAM. Upgrade requested.,anna.brown,L2-Middleware Team,P4 - Low,In Progress,Application Services,30-06-2024 08:50,,Temporary workaround applied. Permanent fix pending.,
RITM0000198,Service Request,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,john.smith,L1-Service Desk,P3 - Medium,Resolved,Database Services,28-11-2024 01:05,30-11-2024 05:05,Vendor engaged. Awaiting response.,
RITM0000199,Service Request,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,linda.wu,L2-Database Admin,P4 - Low,Closed,Database Services,18-06-2024 18:54,19-06-2024 07:54,Awaiting business approval before proceeding.,Resolved by L3-Cloud Team
RITM0000200,Service Request,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,john.smith,L2-Database Admin,P4 - Low,In Progress,Cloud & Virtualisation,23-05-2024 17:36,,Vendor engaged. Awaiting response.,
CHG0000201,Change Request,Database connection pool exhausted,Connection pool to PostgreSQL maxed out at 500 connections. Application returning DB connection errors.,tom.wilson,L2-Storage Team,P4 - Low,Resolved,Network Services,02-06-2024 05:36,03-06-2024 12:36,Monitoring in place. No recurrence in past 2 hours.,
RITM0000202,Service Request,Slow SQL queries degrading performance,30 slow queries identified in AWR report. Missing indexes on orders_fact table. Execution plan changed after stats gather.,sarah.jones,L3-Infrastructure,P3 - Medium,Closed,Application Services,18-12-2024 23:05,21-12-2024 16:05,Escalated to L3 team for further analysis.,Resolved by L3-Application Support
CHG0000203,Change Request,App throwing unhandled exceptions,"Application logs showing 2,300 unhandled exceptions in the last hour. OutOfBoundsException in data parser module.",linda.wu,L3-Application Support,P3 - Medium,Closed,Cloud & Virtualisation,22-07-2024 10:01,23-07-2024 21:01,Monitoring in place. No recurrence in past 2 hours.,Resolved by L3-Infrastructure
RITM0000204,Service Request,Insufficient RAM on reporting server,Reporting service crashes during large data exports. Server only has 8 GB RAM. Upgrade requested.,mike.patel,L3-Infrastructure,P2 - High,Closed,Database Services,13-02-2024 19:18,15-02-2024 03:18,Vendor engaged. Awaiting response.,Resolved by L3-Infrastructure
INC0000205,Incident,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,carlos.garcia,L3-Cloud Team,P2 - High,In Progress,Cloud & Virtualisation,06-06-2024 14:23,,Patch applied successfully during maintenance window.,
INC0000206,Incident,WebLogic server not accepting new connections,WebLogic thread pool exhausted on wl-server-01. Stuck threads detected. Server restart required.,carlos.garcia,L3-Infrastructure,P1 - Critical,Closed,IT Infrastructure,30-06-2024 17:05,02-07-2024 11:05,Patch applied successfully during maintenance window.,Resolved by L2-Database Admin
RITM0000207,Service Request,Application crashing on startup,PaymentService crashes with NullPointerException on boot. Stack trace points to missing config property.,mike.patel,L3-Infrastructure,P2 - High,On Hold,Network Services,27-03-2024 04:17,,Monitoring in place. No recurrence in past 2 hours.,
INC0000208,Incident,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,sarah.jones,L2-Network Team,P2 - High,Resolved,Network Services,06-05-2024 23:40,09-05-2024 15:40,Investigated the issue. Root cause identified. Fix applied.,
RITM0000209,Service Request,SolarWinds node unreachable alert,SolarWinds showing node ROUTER-CORE-01 as unreachable. SNMP polling failing. Network team to investigate.,tom.wilson,L2-Middleware Team,P4 - Low,Resolved,Application Services,13-07-2024 10:28,15-07-2024 05:28,Issue resolved after server restart.,
INC0000210,Incident,Storage pool capacity exceeded,NetApp SAN volume group at 94%. LUN expansion required. Storage team notified.,priya.nair,L2-Database Admin,P3 - Medium,Closed,Network Services,31-03-2024 12:20,02-04-2024 02:20,Monitoring in place. No recurrence in past 2 hours.,Resolved by L2-Security Team
INC0000211,Incident,Vulnerability scan found critical CVE,Qualys scan identified CVE-2024-1234 (CVSS 9.8) on web-server-02. Patch available. Emergency change required.,john.smith,L3-Cloud Team,P4 - Low,In Progress,Database Services,15-10-2024 06:37,,Temporary workaround applied. Permanent fix pending.,
RITM0000212,Service Request,Physical server hardware error,BIOS POST error on server BLD-02. Memory DIMM slot B1 showing uncorrectable ECC errors. DIMM replacement needed.,raj.kumar,L2-Network Team,P3 - Medium,In Progress,Database Services,05-02-2024 13:43,,Monitoring in place. No recurrence in past 2 hours.,
INC0000213,Incident,SSL certificate expiring in 7 days,SSL certificate for api.company.com expires on the 15th. Auto-renewal failed. Manual renewal in progress.,jessica.lee,L3-Infrastructure,P4 - Low,Resolved,Cloud & Virtualisation,02-11-2024 15:37,04-11-2024 19:37,Investigated the issue. Root cause identified. Fix applied.,
RITM0000214,Service Request,User account locked – access issue,Service account SVC-APPMON locked after 5 failed password attempts. Application monitoring affected.,tom.wilson,L3-Application Support,P2 - High,In Progress,Application Services,01-10-2024 19:40,,Awaiting business approval before proceeding.,
CHG0000215,Change Request,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,jessica.lee,L2-Storage Team,P2 - High,In Progress,Cloud & Virtualisation,18-06-2024 13:06,,Awaiting business approval before proceeding.,
INC0000216,Incident,Slow SQL queries degrading performance,30 slow queries identified in AWR report. Missing indexes on orders_fact table. Execution plan changed after stats gather.,anna.brown,L2-Server Team,P4 - Low,In Progress,Network Services,19-07-2024 14:49,,Monitoring in place. No recurrence in past 2 hours.,
INC0000217,Incident,Linux server kernel panic,Server LNX-PROD-04 crashed with kernel panic – not syncing. vmcore dump captured. Analysis pending.,anna.brown,L3-Application Support,P2 - High,Resolved,Security Operations,13-03-2024 11:19,15-03-2024 07:19,Escalated to L3 team for further analysis.,
INC0000218,Incident,UPS battery needs replacement,UPS in DC-Row-4 reporting battery fault. Runtime on battery reduced to 2 minutes. Replacement scheduled.,sarah.jones,L2-Network Team,P3 - Medium,New,Database Services,02-06-2024 01:51,,Temporary workaround applied. Permanent fix pending.,
INC0000219,Incident,Tomcat connector timeout,Tomcat connector maxThreads=200 reached. New connections queuing. Response time > 30s.,mike.patel,L3-Infrastructure,P3 - Medium,Closed,Security Operations,13-10-2024 13:29,14-10-2024 19:29,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Middleware Team
INC0000220,Incident,Scheduled OS patching request,Monthly OS patching cycle for 45 Linux servers. Patch Tuesday schedule. Reboot required for kernel updates.,sarah.jones,L2-Middleware Team,P4 - Low,In Progress,IT Infrastructure,18-07-2024 00:45,,Patch applied successfully during maintenance window.,
INC0000221,Incident,Low memory causing service restart,Tomcat service restarted automatically due to OOM killer. Heap dump captured. Needs analysis.,priya.nair,L3-Infrastructure,P3 - Medium,Resolved,Cloud & Virtualisation,28-02-2024 08:42,01-03-2024 23:42,Monitoring in place. No recurrence in past 2 hours.,
INC0000222,Incident,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,tom.wilson,L2-Network Team,P3 - Medium,Closed,Network Services,22-08-2024 19:11,24-08-2024 10:11,Escalated to L3 team for further analysis.,Resolved by L2-Database Admin
INC0000223,Incident,Storage pool capacity exceeded,NetApp SAN volume group at 94%. LUN expansion required. Storage team notified.,carlos.garcia,L2-Network Team,P3 - Medium,Resolved,Security Operations,13-03-2024 16:24,15-03-2024 22:24,Patch applied successfully during maintenance window.,
INC0000224,Incident,Slow SQL queries degrading performance,30 slow queries identified in AWR report. Missing indexes on orders_fact table. Execution plan changed after stats gather.,john.smith,L3-Application Support,P3 - Medium,On Hold,IT Infrastructure,07-09-2024 09:08,,User confirmed resolution. Ticket closing.,
CHG0000225,Change Request,Memory leak identified in application,Application memory grows by ~200 MB/hour without release. GC logs show frequent full GC cycles.,anna.brown,L3-Cloud Team,P3 - Medium,Closed,Application Services,15-09-2024 20:31,18-09-2024 01:31,Escalated to L3 team for further analysis.,Resolved by L2-Middleware Team
INC0000226,Incident,CPU spike causing application slowness,End users are reporting slow response times. CPU utilisation on web-server-03 is at 98%. Suspected runaway process.,jessica.lee,L3-Cloud Team,P3 - Medium,In Progress,Cloud & Virtualisation,20-05-2024 07:34,,Patch applied successfully during maintenance window.,
INC0000227,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,linda.wu,L3-Infrastructure,P3 - Medium,Closed,IT Infrastructure,05-10-2024 11:34,05-10-2024 17:34,Temporary workaround applied. Permanent fix pending.,Resolved by L2-Security Team
INC0000228,Incident,Linux server kernel panic,Server LNX-PROD-04 crashed with kernel panic – not syncing. vmcore dump captured. Analysis pending.,jessica.lee,L2-Middleware Team,P2 - High,Closed,Database Services,27-06-2024 02:28,27-06-2024 18:28,Change request raised for permanent resolution.,Resolved by L2-Middleware Team
RITM0000229,Service Request,Application crashing on startup,PaymentService crashes with NullPointerException on boot. Stack trace points to missing config property.,priya.nair,L2-Storage Team,P3 - Medium,Resolved,Application Services,15-04-2024 06:51,15-04-2024 14:51,Change request raised for permanent resolution.,
INC0000230,Incident,SolarWinds node unreachable alert,SolarWinds showing node ROUTER-CORE-01 as unreachable. SNMP polling failing. Network team to investigate.,carlos.garcia,L1-Service Desk,P4 - Low,In Progress,Network Services,16-05-2024 16:57,,Vendor engaged. Awaiting response.,
INC0000231,Incident,Slow SQL queries degrading performance,30 slow queries identified in AWR report. Missing indexes on orders_fact table. Execution plan changed after stats gather.,anna.brown,L2-Network Team,P3 - Medium,Closed,Cloud & Virtualisation,30-12-2024 10:53,31-12-2024 18:53,Issue resolved after server restart.,Resolved by L3-Infrastructure
RITM0000232,Service Request,Network connectivity loss to production subnet,Servers in 10.20.30.0/24 are unreachable from management network. Switch port flapping detected on core-sw-02.,anna.brown,L3-Cloud Team,P4 - Low,Closed,Network Services,17-02-2024 12:32,19-02-2024 00:32,Awaiting business approval before proceeding.,Resolved by L1-Service Desk
RITM0000233,Service Request,Linux server kernel panic,Server LNX-PROD-04 crashed with kernel panic – not syncing. vmcore dump captured. Analysis pending.,carlos.garcia,L2-Database Admin,P4 - Low,Closed,Security Operations,22-08-2024 20:42,24-08-2024 18:42,Temporary workaround applied. Permanent fix pending.,Resolved by L3-Cloud Team
INC0000234,Incident,Disk IO latency spike,Disk read/write latency on PROD-DB-03 exceeded 200 ms. IOPS saturation suspected. NVMe replacement planned.,john.smith,L1-Service Desk,P4 - Low,Closed,IT Infrastructure,22-10-2024 04:36,24-10-2024 19:36,User confirmed resolution. Ticket closing.,Resolved by L1-Service Desk
INC0000235,Incident,RAM utilisation above 90%,Nagios alert: memory usage on web-01 is at 93%. Swap usage also elevated at 60%.,raj.kumar,L2-Server Team,P3 - Medium,Closed,Database Services,01-01-2024 13:12,02-01-2024 06:12,Change request raised for permanent resolution.,Resolved by L2-Security Team
INC0000236,Incident,CPU spike causing application slowness,End users are reporting slow response times. CPU utilisation on web-server-03 is at 98%. Suspected runaway process.,sarah.jones,L1-Service Desk,P2 - High,Resolved,Application Services,16-11-2024 09:46,17-11-2024 15:46,User confirmed resolution. Ticket closing.,
INC0000237,Incident,CPU overload on middleware node,Middleware server CPU load average is 24 on an 8-core machine. Service is unresponsive.,carlos.garcia,L2-Network Team,P4 - Low,Closed,Security Operations,14-12-2024 14:00,14-12-2024 16:00,Escalated to L3 team for further analysis.,Resolved by L2-Database Admin
INC0000238,Incident,Network connectivity loss to production subnet,Servers in 10.20.30.0/24 are unreachable from management network. Switch port flapping detected on core-sw-02.,mike.patel,L2-Network Team,P4 - Low,Closed,IT Infrastructure,07-07-2024 09:08,09-07-2024 10:08,Patch applied successfully during maintenance window.,Resolved by L2-Middleware Team
INC0000239,Incident,CPU spike causing application slowness,End users are reporting slow response times. CPU utilisation on web-server-03 is at 98%. Suspected runaway process.,anna.brown,L2-Database Admin,P3 - Medium,Closed,IT Infrastructure,19-04-2024 20:47,20-04-2024 16:47,Escalated to L3 team for further analysis.,Resolved by L2-Network Team
RITM0000240,Service Request,Backup failure – Oracle RMAN,Nightly RMAN backup failed with ORA-19809 disk quota exceeded. Backup destination /backup is full.,linda.wu,L2-Storage Team,P3 - Medium,In Progress,Cloud & Virtualisation,28-06-2024 13:20,,Awaiting business approval before proceeding.,
RITM0000241,Service Request,Database replication lag,MySQL replica on db-replica-02 is 45 minutes behind primary. Large transaction causing replication delay.,linda.wu,L3-Infrastructure,P3 - Medium,In Progress,Network Services,19-12-2024 00:54,,Investigated the issue. Root cause identified. Fix applied.,
INC0000242,Incident,Multiple failed login attempts detected,SIEM alert: 450 failed SSH login attempts from IP 185.220.x.x in 10 minutes. Potential brute-force. IP blocked.,emily.chen,L3-Application Support,P4 - Low,Resolved,Application Services,27-02-2024 07:31,27-02-2024 17:31,Monitoring in place. No recurrence in past 2 hours.,
INC0000243,Incident,Zombie processes consuming resources,250 zombie processes detected on app-server-09. Parent process not reaping children. OS-level investigation needed.,john.smith,L2-Middleware Team,P4 - Low,Closed,IT Infrastructure,06-10-2024 21:11,09-10-2024 10:11,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Security Team
CHG0000244,Change Request,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,carlos.garcia,L2-Server Team,P3 - Medium,Closed,Database Services,22-07-2024 16:18,25-07-2024 09:18,Patch applied successfully during maintenance window.,Resolved by L2-Storage Team
INC0000245,Incident,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,emily.chen,L3-Infrastructure,P2 - High,Closed,Cloud & Virtualisation,10-02-2024 16:58,11-02-2024 19:58,Escalated to L3 team for further analysis.,Resolved by L2-Security Team
INC0000246,Incident,Slow SQL queries degrading performance,30 slow queries identified in AWR report. Missing indexes on orders_fact table. Execution plan changed after stats gather.,tom.wilson,L2-Network Team,P2 - High,Resolved,IT Infrastructure,14-02-2024 13:07,17-02-2024 00:07,Investigated the issue. Root cause identified. Fix applied.,
INC0000247,Incident,Oracle database tablespace almost full,APP_DATA tablespace at 97% on ORCL-PROD. Auto-extend disabled. DBA action required immediately.,raj.kumar,L2-Server Team,P2 - High,In Progress,IT Infrastructure,26-06-2024 16:33,,Change request raised for permanent resolution.,
INC0000248,Incident,User account locked – access issue,Service account SVC-APPMON locked after 5 failed password attempts. Application monitoring affected.,john.smith,L3-Cloud Team,P3 - Medium,Resolved,Cloud & Virtualisation,14-05-2024 22:36,15-05-2024 08:36,Vendor engaged. Awaiting response.,
RITM0000249,Service Request,VPN tunnel down – remote site,Site-to-site VPN between HQ and Branch-04 is down. Remote users cannot access internal resources.,john.smith,L1-Service Desk,P3 - Medium,In Progress,Application Services,20-10-2024 21:46,,Investigated the issue. Root cause identified. Fix applied.,
CHG0000250,Change Request,UPS battery needs replacement,UPS in DC-Row-4 reporting battery fault. Runtime on battery reduced to 2 minutes. Replacement scheduled.,jessica.lee,L3-Application Support,P2 - High,In Progress,Network Services,01-04-2024 01:35,,Escalated to L3 team for further analysis.,
INC0000251,Incident,Application service down – customer portal,Customer portal returning HTTP 500. Deployment CR-7812 pushed 2 hours ago. Suspected regression. Rollback needed.,sarah.jones,L3-Cloud Team,P4 - Low,Closed,Network Services,27-01-2024 05:14,30-01-2024 00:14,Issue resolved after server restart.,Resolved by L3-Application Support
INC0000252,Incident,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,emily.chen,L2-Middleware Team,P2 - High,Closed,Security Operations,12-04-2024 09:36,14-04-2024 00:36,Temporary workaround applied. Permanent fix pending.,Resolved by L2-Storage Team
INC0000253,Incident,Slow SQL queries degrading performance,30 slow queries identified in AWR report. Missing indexes on orders_fact table. Execution plan changed after stats gather.,john.smith,L3-Application Support,P4 - Low,On Hold,IT Infrastructure,28-07-2024 00:14,,Monitoring in place. No recurrence in past 2 hours.,
INC0000254,Incident,OS filesystem read-only due to error,Filesystem /opt mounted read-only after disk IO error. fsck required. Maintenance window needed.,mike.patel,L2-Security Team,P4 - Low,Closed,IT Infrastructure,28-09-2024 07:26,30-09-2024 22:26,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Database Admin
INC0000255,Incident,Zombie processes consuming resources,250 zombie processes detected on app-server-09. Parent process not reaping children. OS-level investigation needed.,tom.wilson,L3-Infrastructure,P3 - Medium,Resolved,IT Infrastructure,09-07-2024 14:47,10-07-2024 01:47,Awaiting business approval before proceeding.,
RITM0000256,Service Request,Batch job not completing,Nightly EOD batch job stuck since 02:00 AM. Investigating deadlock in job scheduler. Data processing delayed.,carlos.garcia,L3-Application Support,P4 - Low,Closed,Network Services,07-03-2024 07:18,08-03-2024 17:18,User confirmed resolution. Ticket closing.,Resolved by L2-Security Team
INC0000257,Incident,Storage pool capacity exceeded,NetApp SAN volume group at 94%. LUN expansion required. Storage team notified.,carlos.garcia,L2-Server Team,P3 - Medium,In Progress,Cloud & Virtualisation,26-10-2024 03:09,,Change request raised for permanent resolution.,
